Date,Open,High,Low,Close,Adj Close,Volume
2019-01-25,1250.449951171875,1264.699951171875,1235.4000244140625,1246.0,1234.5667724609375,8550836
2019-01-28,1250.5,1255.949951171875,1222.4000244140625,1229.550048828125,1218.2677001953125,8569265
2019-01-29,1231.0,1231.6500244140625,1201.3499755859375,1210.6500244140625,1199.5411376953125,9328866
2019-01-30,1215.0,1225.0,1191.0999755859375,1195.699951171875,1184.7281494140625,7846940
2019-01-31,1202.0,1229.699951171875,1201.0,1227.1500244140625,1215.8897705078125,10185347
2019-02-01,1234.0,1255.0,1227.050048828125,1249.949951171875,1238.48046875,9228965
2019-02-04,1247.0,1296.949951171875,1242.050048828125,1290.9000244140625,1279.0546875,11670570
2019-02-05,1292.0,1304.4000244140625,1278.5999755859375,1291.550048828125,1279.69873046875,9362406
2019-02-06,1296.25,1317.6500244140625,1294.25,1310.25,1298.2271728515625,9411585
2019-02-07,1310.25,1321.199951171875,1286.0999755859375,1290.4000244140625,1278.559326171875,9212227
2019-02-08,1284.800048828125,1300.5,1272.25,1277.699951171875,1265.9757080078125,6505502
2019-02-11,1275.9000244140625,1276.0,1251.0,1253.25,1241.750244140625,7523999
2019-02-12,1251.5,1272.3499755859375,1251.5,1256.4000244140625,1244.871337890625,6399485
2019-02-14,1241.0,1241.0,1218.0,1224.199951171875,1212.9666748046875,6627360
2019-02-15,1229.75,1249.9000244140625,1214.0,1244.449951171875,1233.0308837890625,9597961
2019-02-18,1250.0,1252.5,1215.0,1220.0999755859375,1208.9044189453125,9649017
2019-02-19,1218.0,1239.699951171875,1211.199951171875,1216.0999755859375,1204.9410400390625,6244189
2019-02-20,1223.8499755859375,1240.0,1219.0,1234.3499755859375,1223.0235595703125,6298179
2019-02-21,1236.0,1257.800048828125,1229.3499755859375,1246.9000244140625,1235.45849609375,10580178
2019-02-22,1244.5999755859375,1245.300048828125,1226.0,1232.3499755859375,1221.0418701171875,8755865
2019-02-25,1236.0,1243.0,1220.6500244140625,1232.300048828125,1220.9925537109375,7852528
2019-02-26,1209.5,1234.800048828125,1206.0,1220.25,1209.052978515625,10131050
2019-02-27,1228.050048828125,1244.9000244140625,1209.0,1223.5,1212.2730712890625,11113182
2019-02-28,1233.75,1239.8499755859375,1226.550048828125,1231.050048828125,1219.75390625,11286916
2019-03-01,1237.0,1242.3499755859375,1222.25,1226.050048828125,1214.7998046875,7922513
2019-03-05,1223.4000244140625,1239.800048828125,1218.5999755859375,1237.6500244140625,1226.2933349609375,7121509
2019-03-06,1239.800048828125,1273.0999755859375,1235.0999755859375,1264.800048828125,1253.1943359375,12038231
2019-03-07,1264.0,1279.800048828125,1258.1500244140625,1270.25,1258.59423828125,8109259
2019-03-08,1266.050048828125,1274.449951171875,1262.0,1267.0999755859375,1255.4730224609375,6040052
2019-03-11,1270.050048828125,1312.0,1268.0,1304.0999755859375,1292.133544921875,9718840
2019-03-12,1316.9000244140625,1334.0,1314.25,1331.3499755859375,1319.1334228515625,11228736
2019-03-13,1337.0,1360.0,1328.0999755859375,1347.300048828125,1334.937255859375,11236048
2019-03-14,1349.75,1362.0,1336.0999755859375,1341.550048828125,1329.239990234375,10402048
2019-03-15,1345.0,1358.800048828125,1311.199951171875,1321.6500244140625,1309.5225830078125,15893093
2019-03-18,1331.0,1357.949951171875,1329.0,1350.050048828125,1337.6619873046875,10105234
2019-03-19,1360.0,1380.0,1343.0999755859375,1376.550048828125,1363.9188232421875,9805318
2019-03-20,1377.800048828125,1388.0,1364.0,1375.449951171875,1362.828857421875,9892823
2019-03-22,1372.5,1380.9000244140625,1336.699951171875,1341.75,1329.4381103515625,11465112
2019-03-25,1330.5999755859375,1336.8499755859375,1316.699951171875,1324.449951171875,1312.296875,7951992
2019-03-26,1330.300048828125,1371.5999755859375,1330.0,1367.25,1354.7041015625,9479288
2019-03-27,1377.949951171875,1377.949951171875,1344.25,1349.25,1336.8692626953125,10094174
2019-03-28,1350.25,1369.800048828125,1342.800048828125,1360.0,1347.5206298828125,10482938
2019-04-01,1370.0,1406.800048828125,1362.550048828125,1391.8499755859375,1379.078369140625,10098281
2019-04-02,1398.0,1403.0999755859375,1380.0999755859375,1389.699951171875,1376.947998046875,8012636
2019-04-03,1392.75,1403.0,1372.0,1375.199951171875,1362.5811767578125,7849461
2019-04-04,1379.0,1383.699951171875,1347.25,1353.050048828125,1340.6343994140625,8375674
2019-04-05,1360.949951171875,1363.9000244140625,1343.0,1353.9000244140625,1341.4765625,6728239
2019-04-08,1356.0,1357.5,1323.699951171875,1329.25,1317.0528564453125,8723577
2019-04-09,1328.9000244140625,1340.699951171875,1321.0,1334.449951171875,1322.2049560546875,9497621
2019-04-10,1337.949951171875,1348.0,1326.5,1331.4000244140625,1319.18310546875,7612711
2019-04-11,1332.949951171875,1353.0,1329.0,1346.800048828125,1334.4417724609375,5741333
2019-04-12,1350.0,1356.9000244140625,1336.6500244140625,1343.0999755859375,1330.775634765625,5919742
2019-04-15,1345.0,1348.949951171875,1335.0,1340.1500244140625,1327.8529052734375,4245127
2019-04-16,1345.0,1360.0,1340.0,1343.75,1331.419677734375,7936553
2019-04-18,1375.0,1389.75,1365.0,1385.949951171875,1373.232421875,17960482
2019-04-22,1360.0,1367.0,1341.300048828125,1345.3499755859375,1333.0050048828125,10792748
2019-04-23,1348.0,1373.0,1346.0,1363.8499755859375,1351.335205078125,9055300
2019-04-24,1370.300048828125,1394.800048828125,1366.25,1389.5,1376.7498779296875,7360887
2019-04-25,1389.0999755859375,1412.4000244140625,1362.5999755859375,1372.4000244140625,1359.806884765625,13929820
2019-04-26,1375.0,1395.949951171875,1370.699951171875,1392.800048828125,1380.0196533203125,6889444
2019-04-30,1396.4000244140625,1396.4000244140625,1366.800048828125,1392.800048828125,1380.0196533203125,10217019
2019-05-02,1392.0,1413.9000244140625,1382.0999755859375,1405.050048828125,1392.1573486328125,8682505
2019-05-03,1407.949951171875,1417.5,1402.6500244140625,1408.8499755859375,1395.92236328125,6510169
2019-05-06,1398.0,1402.800048828125,1378.0999755859375,1384.9000244140625,1372.192138671875,7237910
2019-05-07,1394.800048828125,1395.0,1340.199951171875,1343.5,1331.1719970703125,8877095
2019-05-08,1340.0,1340.0,1292.199951171875,1299.449951171875,1287.5262451171875,14610543
2019-05-09,1288.800048828125,1288.800048828125,1251.75,1256.449951171875,1244.9207763671875,19507368
2019-05-10,1265.0,1277.699951171875,1245.0,1251.1500244140625,1239.66943359375,11226831
2019-05-13,1247.9000244140625,1260.800048828125,1227.5,1232.050048828125,1220.7447509765625,8047801
2019-05-14,1236.5,1269.3499755859375,1231.5,1260.449951171875,1248.884033203125,13001004
2019-05-15,1273.0,1278.0,1250.5999755859375,1256.9000244140625,1245.36669921875,11163801
2019-05-16,1259.949951171875,1271.9000244140625,1258.0999755859375,1265.3499755859375,1253.7391357421875,6606652
2019-05-17,1267.0,1276.949951171875,1252.0,1267.4000244140625,1255.7703857421875,7898440
2019-05-20,1313.5999755859375,1337.699951171875,1303.5,1325.9000244140625,1313.7335205078125,12333937
2019-05-21,1332.199951171875,1367.0,1330.050048828125,1339.800048828125,1327.5059814453125,13872055
2019-05-22,1345.6500244140625,1359.699951171875,1335.0999755859375,1340.4000244140625,1328.1004638671875,11287400
2019-05-23,1372.0,1392.0,1325.0,1333.9000244140625,1321.66015625,17722514
2019-05-24,1348.0,1353.800048828125,1316.5,1336.8499755859375,1324.5830078125,10180759
2019-05-27,1337.0999755859375,1337.5,1307.0,1310.6500244140625,1298.62353515625,7349720
2019-05-28,1319.800048828125,1334.800048828125,1313.3499755859375,1323.75,1311.603271484375,19472659
2019-05-29,1321.0,1333.300048828125,1304.1500244140625,1313.050048828125,1301.00146484375,7112830
2019-05-30,1316.25,1342.0,1316.25,1329.75,1317.5482177734375,10740841
2019-05-31,1337.9000244140625,1341.9000244140625,1320.199951171875,1330.1500244140625,1317.944580078125,11760178
2019-06-03,1335.0,1367.25,1321.199951171875,1360.199951171875,1347.71875,8483610
2019-06-04,1357.449951171875,1374.25,1348.0999755859375,1351.6500244140625,1339.247314453125,7059911
2019-06-06,1361.9000244140625,1361.9000244140625,1321.0999755859375,1327.3499755859375,1315.170166015625,7664319
2019-06-07,1325.949951171875,1327.25,1305.5999755859375,1314.9000244140625,1302.8345947265625,6730595
2019-06-10,1320.9000244140625,1327.0,1310.0999755859375,1319.1500244140625,1307.0455322265625,5380148
2019-06-11,1321.8499755859375,1334.5,1318.0,1329.1500244140625,1316.9537353515625,5253790
2019-06-12,1334.699951171875,1338.4000244140625,1325.0,1332.1500244140625,1319.92626953125,4707716
2019-06-13,1330.0,1334.699951171875,1308.6500244140625,1327.25,1315.0711669921875,7171189
2019-06-14,1321.9000244140625,1325.0,1309.4000244140625,1317.550048828125,1305.460205078125,6831331
2019-06-17,1320.0,1320.0,1278.5,1282.300048828125,1270.53369140625,6815554
2019-06-18,1278.9000244140625,1287.949951171875,1269.0999755859375,1281.0,1269.2454833984375,7679193
